"nr_caf";"categoria_renda";"ds_tipo_renda";"ds_produto";"vl_renda_auferida";"vl_renda_estimada"
8268;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Suinocultura;Suínos;700.00;700.00
8268;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Programa Bolsa Família;9000.00;9000.00
8270;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Avicultura não integrada Corte;8353.00;8353.00
8270;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Leite;31475.00;31475.00
8270;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Aposentadoria Rural;34320.00;34320.00
8271;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Mandioca (Aipim, Macaxeira) - Kg;30720.00;30720.00
8271;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Pecuária;Bovinos - Corte;22991.07;22991.07
8271;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Pecuária;Bovinos - Leite;75600.00;75600.00
8271;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;APOSENTADORIA POR IDADE - RURAL;17474.00;17474.00
8272;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Agroindústria;Panificados, massas e biscoitos;75483.50;75483.50
8272;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Permanentes;Banana;5500.00;5500.00
8272;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Permanentes;Outras Frutas Lavoura Permanente;3943.00;3943.00
8272;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Mandioca;760.50;760.50
8272;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Produtos Olericolas em Geral;13426.50;13426.50
8272;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Corte;33083.09;33083.09
8272;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Leite;89325.69;89325.69
8274;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Agroindústria;Outros Produtos da Agroindustria Familiar;32297.91;32297.91
8274;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Arroz;133504.76;133504.76
8274;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Milho;60269.00;60269.00
8274;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Soja;164428.00;164428.00
8274;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Emprego permanente no meio rural;26000.00;26000.00
8275;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Milho;41957.83;41957.83
8275;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Soja;276088.50;276088.50
8275;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Trigo;30735.20;30735.20
8277;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Avicultura não integrada Carne;500.00;500.00
8277;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Milho;2000.00;2000.00
8277;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Milho;3875.00;3875.00
8277;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Corte;10740.00;10740.00
8278;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Feijão;510.00;510.00
8278;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Milho;420.00;420.00
8278;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Corte;5000.00;5000.00
8278;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Outras Aves Corte;3000.00;3000.00
8278;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Ovos;500.00;500.00
8278;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Suinocultura Não Integrada - Carne;1200.00;1200.00
8279;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Banana;100.00;100.00
8279;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Laranja;100.00;100.00
8279;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Mandioca;100.00;100.00
8279;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Outras Lavouras Temporarias;100.00;100.00
8279;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Permanentes;Café;86294.37;86294.37
8279;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Outras frutas Lavoura Temporaria;2000.00;2000.00
8280;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Milho;1500.00;1500.00
8280;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Avicultura não integrada Corte;2500.00;2500.00
8280;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Corte;6000.00;6000.00
8280;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Ovinos;6000.00;6000.00
8281;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Permanentes;Outras Lavouras Permanentes;3500.00;3500.00
8281;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Outras Lavouras Temporarias;5000.00;5000.00
8281;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Avicultura Integrada Corte;2000.00;2000.00
8281;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Corte;12000.00;12000.00
8281;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Leite;4000.00;4000.00
8281;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Programa Bolsa Família;4800.00;4800.00
8285;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Banana;2610.00;2610.00
8285;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Soja;49040.84;49040.84
8285;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Corte;6000.00;6000.00
8285;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Leite;1500.00;1500.00
8285;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Outros Animais Corte;2000.00;2000.00
8285;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Emprego temporário no meio rural;37610.43;37610.43
8286;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Milho;2000.00;2000.00
8286;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Outras Lavouras Temporarias;1100.00;1100.00
8286;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Avicultura não integrada Corte;1230.00;1230.00
8286;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Suinocultura Não Integrada - Carne;3000.00;3000.00
8286;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Aposentadoria ou pensão INSS;12660.00;12660.00
8287;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Feijão;600.00;600.00
8287;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Milho;2520.00;2520.00
8287;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Avicultura não integrada Corte;1700.00;1700.00
8287;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Corte;20000.00;20000.00
8287;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Leite;9000.00;9000.00
8287;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Ovinos;4550.00;4550.00
8287;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Suinocultura Não Integrada - Carne;800.00;800.00
8288;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Leite;27850.00;27850.00
8290;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Pecuária;Bovinos - Leite;190929.40;190929.40
8290;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Emprego permanente no meio urbano;52713.78;52713.78
8291;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Soja;115400.00;115400.00
8291;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Trigo;103000.00;103000.00
8291;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Corte;25400.00;25400.00
8291;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Emprego permanente no meio urbano;38125.72;38125.72
8292;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Bovinos - Leite;2000.00;2000.00
8292;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Feijão;900.00;900.00
8292;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Milho;600.00;600.00
8292;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Programa Bolsa Família;7200.00;7200.00
8293;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Horticultura;Cenoura - Kg;230000.00;230000.00
8294;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Milho;68027.20;68027.20
8294;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Soja;122746.11;122746.11
8294;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Trigo;42132.50;42132.50
8295;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Permanentes;Café;200000.00;200000.00
8295;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Lucro de atividade de pessoa jurídica não agrícola;20000.00;20000.00
8296;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Feijão;360.00;360.00
8296;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Milho;100.00;100.00
8296;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Avicultura não integrada Corte;125.00;125.00
8296;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Caprinos;500.00;500.00
8296;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Ovinos;250.00;250.00
8296;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Programa Bolsa Família;2400.00;2400.00
8297;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Leite;61009.60;61009.60
8298;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Permanentes;Café;30000.00;30000.00
8299;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Fumo;66234.00;66234.00
8299;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Emprego temporário no meio urbano;6764.00;6764.00
8300;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Avicultura não integrada Carne;1000.00;1000.00
8300;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Milho;2500.00;2500.00
8300;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Ovos;1000.00;1000.00
8300;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Produtos Olericolas em Geral;1000.00;1000.00
8300;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Suinocultura Não Integrada - Carne;2000.00;2000.00
8300;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Milho em Grão - Kg;500.00;500.00
8300;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Soja em Grão - Kg;36675.00;36675.00
8300;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;APOSENTADORIA POR IDADE - RURAL;39468.00;39468.00
8303;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Permanentes;Uva;173646.52;173646.52
8303;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Leite;99154.71;99154.71
8303;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Aposentadoria Rural;36712.00;36712.00
8304;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Permanentes;Outras Lavouras Permanentes;40000.00;40000.00
8306;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Permanentes;Uva;105217.93;105217.93
8307;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Milho;8100.00;8100.00
8307;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Soja;89637.22;89637.22
8307;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Trigo;17838.64;17838.64
8307;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Aposentadoria Rural;36712.00;36712.00
9309;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Avicultura não integrada Carne;600.00;600.00
9309;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Feijão;600.00;600.00
9309;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Milho;1000.00;1000.00
9309;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Outros Animais - Carne;7200.00;7200.00
9309;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Suinocultura Não Integrada - Carne;800.00;800.00
9309;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Programa Bolsa Família;4490.00;4490.00
9310;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Arroz;1000.00;1000.00
9310;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Feijão;5000.00;5000.00
9310;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Milho;4000.00;4000.00
9310;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Programa Bolsa Família;4800.00;4800.00
9311;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Permanentes;Cacau (Amêndoa) - Kg;65641.22;80000.00
9311;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Permanentes;Pimenta-do-Reino - Kg;24311.00;40000.00
9313;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Produtos Olericolas em Geral;3600.00;3600.00
9313;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Aposentadoria Rural;6094.66;6094.66
9314;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Corte;160627.60;160627.60
9315;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Milho;5000.00;5000.00
9315;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Leite;21000.00;21000.00
9315;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;APOSENTADORIA POR IDADE - RURAL;36288.00;36288.00
9317;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Avicultura não integrada Carne;650.00;900.00
9317;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Feijão;700.00;1200.00
9317;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Milho;800.00;1600.00
9317;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Suinocultura;Suínos;1200.00;3200.00
9317;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Programa Bolsa Família;7200.00;4800.00
9318;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Feijão;100.00;240.00
9318;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Milho;400.00;600.00
9318;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Ovinocaprinocultura;Ovinocaprinocultura - Corte;2600.00;2600.00
9318;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Programa Bolsa Família;7200.00;7200.00
9319;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Soja;74058.16;74058.16
9319;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Trigo;31799.28;31799.28
9319;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Lucro de atividade de pessoa jurídica não agrícola;69939.00;69939.00
9320;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Permanentes;Banana;4320.00;4320.00
9320;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Permanentes;Café;2400.00;2400.00
9320;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Feijão;500.00;500.00
9320;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Milho;280.00;280.00
9321;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Soja;46765.06;46765.06
9321;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Leite;144235.29;144235.29
9322;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Permanentes;Café;231741.86;231741.86
9322;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Aposentadoria ou pensão INSS;59421.44;59421.44
9322;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Aposentadoria Rural;17896.00;17896.00
9323;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Permanentes;Café;449625.00;449625.00
9323;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Aposentadoria Rural;33888.00;33888.00
9324;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Permanentes;Uva (Vinho, Suco ou Passas) - Kg;201467.00;205000.00
9325;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Agroindústria;Outros Produtos;7800.00;7800.00
9325;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Agroindústria;Pães, Bolos e Biscoitos - Kg;600.00;600.00
9325;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Avicultura;Galinhas/Frangos;1400.00;1400.00
9325;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Floricultura;Mudas de Plantas Ornamentais;1840.00;1840.00
9325;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Permanentes;Acerola ou Cereja-Das-Antilhas - Kg;600.00;600.00
9325;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Outros Benefícios Sociais;26720.00;26720.00
9325;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Programa Bolsa Família;3900.00;3900.00
9326;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Produtos Olericolas em Geral;12000.00;12000.00
9327;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Cebola;15000.00;15000.00
9327;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Milho;2700.00;2700.00
9327;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Produtos Olericolas em Geral;30000.00;30000.00
9327;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Aposentadoria Rural;12000.00;12000.00
9328;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Produtos Olericolas em Geral;1014.00;1014.00
9330;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Feijão;1400.00;1400.00
9330;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Milho;400.00;400.00
