Cod_IBGE,Região,UF,Município,Cadinsan_absoluto_com_PBF,Cadinsan_absoluto_sem_PBF,Cadastros_Cadunico,Cadinsan_proporcional_com_PBF,Cadinsan_proporcional_sem_PBF
2608800,Nordeste,Pernambuco,Lajedo,890,2000,6721,"13,2%","29,8%"
1505650,Norte,Pará,Placas,887,2451,4097,"21,6%","59,8%"
2921005,Nordeste,Bahia,Mata de São João,884,1610,7238,"12,2%","22,2%"
1506500,Norte,Pará,Santa Izabel do Pará,883,4112,7718,"11,4%","53,3%"
2918100,Nordeste,Bahia,Jeremoabo,883,2820,8274,"10,7%","34,1%"
2511905,Nordeste,Paraíba,Pitimbu,881,1211,4466,"19,7%","27,1%"
2923704,Nordeste,Bahia,Paratinga,880,1077,5722,"15,4%","18,8%"
1504406,Norte,Pará,Marapanim,879,3198,5179,"17,0%","61,7%"
2106607,Nordeste,Maranhão,Matões,876,1210,5306,"16,5%","22,8%"
2704708,Nordeste,Alagoas,Marechal Deodoro,875,904,7830,"11,2%","11,5%"
4119509,Sul,Paraná,Piraquara,872,1497,10666,"8,2%","14,0%"
2307502,Nordeste,Ceará,Lavras da Man- gabeira,870,1576,6022,"14,4%","26,2%"
1507607,Norte,Pará,São Miguel do Guamá,869,4997,8257,"10,5%","60,5%"
4209102,Sul,Santa Catarina,Joinville,869,1332,16572,"5,2%","8,0%"
2205805,Nordeste,Piauí,Luzilândia,868,1721,5393,"16,1%","31,9%"
2300200,Nordeste,Ceará,Acaraú,868,1830,9079,"9,6%","20,2%"
2302602,Nordeste,Ceará,Camocim,868,2087,9540,"9,1%","21,9%"
1304062,Norte,Amazonas,Tabatinga,867,8150,11107,"7,8%","73,4%"
2108256,Nordeste,Maranhão,Pedro do Ro- sário,867,2036,5594,"15,5%","36,4%"
3119401,Sudeste,Minas Gerais,Coronel Fabri- ciano,866,1301,7571,"11,4%","17,2%"
1200104,Norte,Acre,Brasiléia,862,1675,4051,"21,3%","41,3%"
1508126,Norte,Pará,Ulianópolis,862,1663,4248,"20,3%","39,1%"
2100204,Nordeste,Maranhão,Alcântara,862,1368,4401,"19,6%","31,1%"
5008305,Centro-Oeste,Mato Grosso do Sul,Três Lagoas,862,1526,11506,"7,5%","13,3%"
3538006,Sudeste,São Paulo,Pindamonhan- gaba,861,1421,10653,"8,1%","13,3%"
2305233,Nordeste,Ceará,Horizonte,860,1881,11335,"7,6%","16,6%"
5206206,Centro-Oeste,Goiás,Cristalina,860,1355,7950,"10,8%","17,0%"
3555406,Sudeste,São Paulo,Ubatuba,859,1429,8820,"9,7%","16,2%"
4107652,Sul,Paraná,Fazenda Rio Grande,858,1474,12670,"6,8%","11,6%"
1300904,Norte,Amazonas,Canutama,857,1301,3984,"21,5%","32,7%"
2302404,Nordeste,Ceará,Boa Viagem,856,2027,8197,"10,4%","24,7%"
2803005,Nordeste,Sergipe,Itabaianinha,855,3191,9635,"8,9%","33,1%"
2102200,Nordeste,Maranhão,Buriti,854,1560,5199,"16,4%","30,0%"
1501204,Norte,Pará,Baião,853,3835,5957,"14,3%","64,4%"
2102507,Nordeste,Maranhão,Cajari,853,1308,4227,"20,2%","30,9%"
2805406,Nordeste,Sergipe,Poço Redondo,853,1226,5913,"14,4%","20,7%"
3527207,Sudeste,São Paulo,Lorena,852,1319,6950,"12,3%","19,0%"
1200807,Norte,Acre,Porto Acre,850,2084,4492,"18,9%","46,4%"
2910503,Nordeste,Bahia,Entre Rios,847,1569,5968,"14,2%","26,3%"
2906808,Nordeste,Bahia,Cansanção,846,1032,7499,"11,3%","13,8%"
2911808,Nordeste,Bahia,Guaratinga,843,712,5719,"14,7%","12,4%"
2306256,Nordeste,Ceará,Itaitinga,841,934,7666,"11,0%","12,2%"
2922102,Nordeste,Bahia,Mundo Novo,839,353,3635,"23,1%","9,7%"
3543907,Sudeste,São Paulo,Rio Claro,838,1258,8780,"9,5%","14,3%"
1503200,Norte,Pará,Igarapé-Açu,834,2661,5047,"16,5%","52,7%"
2206209,Nordeste,Piauí,Miguel Alves,834,1734,6627,"12,6%","26,2%"
1503309,Norte,Pará,Igarapé-Miri,833,6433,9941,"8,4%","64,7%"
5215231,Centro-Oeste,Goiás,Novo Gama,832,1608,9730,"8,6%","16,5%"
2902104,Nordeste,Bahia,Araci,830,2474,8305,"10,0%","29,8%"
2607752,Nordeste,Pernambuco,Itapissuma,827,813,4410,"18,8%","18,4%"
2702405,Nordeste,Alagoas,Delmiro Gouveia,825,1196,9113,"9,1%","13,1%"
3134202,Sudeste,Minas Gerais,Ituiutaba,824,1380,11872,"6,9%","11,6%"
2101400,Nordeste,Maranhão,Balsas,823,2287,15034,"5,5%","15,2%"
2303204,Nordeste,Ceará,Caririaçu,821,356,5272,"15,6%","6,8%"
2927309,Nordeste,Bahia,Salinas da Margarida,820,687,4037,"20,3%","17,0%"
2103505,Nordeste,Maranhão,Colinas,819,474,6533,"12,5%","7,3%"
1303106,Norte,Amazonas,Nova Olinda do Norte,818,3430,5983,"13,7%","57,3%"
3300308,Sudeste,Rio de Janeiro,Barra do Piraí,818,1065,6519,"12,5%","16,3%"
2302206,Nordeste,Ceará,Beberibe,815,2078,9076,"9,0%","22,9%"
2608206,Nordeste,Pernambuco,Joaquim Na- buco,814,213,4741,"17,2%","4,5%"
2102903,Nordeste,Maranhão,Carutapera,813,577,4409,"18,4%","13,1%"
4313409,Sul,Rio Grande do Sul,Novo Hamburgo,813,1259,11006,"7,4%","11,4%"
2305803,Nordeste,Ceará,Ipu,811,1875,7793,"10,4%","24,1%"
3515103,Sudeste,São Paulo,Embu-Guaçu,811,1106,8080,"10,0%","13,7%"
5102504,Centro-Oeste,Mato Grosso,Cáceres,811,2137,11218,"7,2%","19,0%"
2928802,Nordeste,Bahia,Santo Estêvão,808,1255,8612,"9,4%","14,6%"
2610202,Nordeste,Pernambuco,Panelas,807,769,4580,"17,6%","16,8%"
3201506,Sudeste,Espírito Santo,Colatina,807,1478,10440,"7,7%","14,2%"
3200607,Sudeste,Espírito Santo,Aracruz,805,1564,10370,"7,8%","15,1%"
2112407,Nordeste,Maranhão,Turiaçu,804,424,6803,"11,8%","6,2%"
2308500,Nordeste,Ceará,Mombaça,803,1406,7205,"11,1%","19,5%"
2909901,Nordeste,Bahia,Curaçá,803,1237,5519,"14,5%","22,4%"
2605905,Nordeste,Pernambuco,Gameleira,798,209,5011,"15,9%","4,2%"
2408300,Nordeste,Rio Grande do Norte,Nova Cruz,794,2151,7315,"10,9%","29,4%"
3302205,Sudeste,Rio de Janeiro,Itaperuna,793,1390,8423,"9,4%","16,5%"
3171303,Sudeste,Minas Gerais,Viçosa,790,1117,5838,"13,5%","19,1%"
2924207,Nordeste,Bahia,Pedro Alexandre,789,1900,4677,"16,9%","40,6%"
2927101,Nordeste,Bahia,Rodelas,789,1156,3027,"26,1%","38,2%"
4322400,Sul,Rio Grande do Sul,Uruguaiana,787,1795,8895,"8,8%","20,2%"
1504505,Norte,Pará,Melgaço,786,2614,4320,"18,2%","60,5%"
2602605,Nordeste,Pernambuco,Brejo da Madre de Deus,786,2112,10736,"7,3%","19,7%"
2616001,Nordeste,Pernambuco,Venturosa,786,1358,4674,"16,8%","29,1%"
2201507,Nordeste,Piauí,Batalha,785,906,5412,"14,5%","16,7%"
2303501,Nordeste,Ceará,Cascavel,785,2478,10552,"7,4%","23,5%"
2613404,Nordeste,Pernambuco,São José da Coroa Grande,784,938,4767,"16,4%","19,7%"
2915007,Nordeste,Bahia,Itaeté,783,473,3860,"20,3%","12,3%"
2211100,Nordeste,Piauí,União,782,450,8566,"9,1%","5,3%"
3105608,Sudeste,Minas Gerais,Barbacena,781,1540,10461,"7,5%","14,7%"
1600535,Norte,Amapá,Porto Grande,780,1828,4390,"17,8%","41,6%"
2707503,Nordeste,Alagoas,Porto Real do Colégio,778,1681,4598,"16,9%","36,6%"
2403608,Nordeste,Rio Grande do Norte,Extremoz,777,1087,8003,"9,7%","13,6%"
5211503,Centro-Oeste,Goiás,Itumbiara,777,1619,10327,"7,5%","15,7%"
1507979,Norte,Pará,Terra Santa,776,3182,4723,"16,4%","67,4%"
1500701,Norte,Pará,Anajás,775,2959,6110,"12,7%","48,4%"
3120904,Sudeste,Minas Gerais,Curvelo,774,1073,7449,"10,4%","14,4%"
2926004,Nordeste,Bahia,Remanso,773,1813,7810,"9,9%","23,2%"
3135100,Sudeste,Minas Gerais,Janaúba,773,1514,9038,"8,6%","16,8%"
2208007,Nordeste,Piauí,Picos,772,3180,10903,"7,1%","29,2%"
2611200,Nordeste,Pernambuco,Poção,772,1093,3570,"21,6%","30,6%"
2109908,Nordeste,Maranhão,Santa Inês,770,1970,11707,"6,6%","16,8%"
2708006,Nordeste,Alagoas,Santana do Ipanema,769,1667,7491,"10,3%","22,3%"
3156700,Sudeste,Minas Gerais,Sabará,768,1583,8848,"8,7%","17,9%"
2933604,Nordeste,Bahia,Xique-Xique,763,2631,9761,"7,8%","27,0%"
2607307,Nordeste,Pernambuco,Ipubi,760,1107,6004,"12,7%","18,4%"
1303809,Norte,Amazonas,São Gabriel da Cachoeira,759,5818,6937,"10,9%","83,9%"
2200509,Nordeste,Piauí,Amarante,759,1249,4170,"18,2%","30,0%"
1506187,Norte,Pará,Rondon do Pará,753,2477,5353,"14,1%","46,3%"
2607653,Nordeste,Pernambuco,Itambé,750,995,6628,"11,3%","15,0%"
3509205,Sudeste,São Paulo,Cajamar,750,1023,7200,"10,4%","14,2%"
2916104,Nordeste,Bahia,Itaparica,749,628,3845,"19,5%","16,3%"
3547304,Sudeste,São Paulo,Santana de Parnaíba,749,1229,7732,"9,7%","15,9%"
1501956,Norte,Pará,Cachoeira do Piriá,748,3057,4010,"18,7%","76,2%"
3107307,Sudeste,Minas Gerais,Bocaiúva,743,1194,6230,"11,9%","19,2%"
3201605,Sudeste,Espírito Santo,Conceição da Barra,743,1442,6203,"12,0%","23,2%"
1400159,Norte,Roraima,Bonfim,740,1235,2730,"27,1%","45,2%"
5003157,Centro-Oeste,Mato Grosso do Sul,Coronel Sapu- caia,740,1003,4278,"17,3%","23,4%"
1301506,Norte,Amazonas,Envira,738,1135,4261,"17,3%","26,6%"
3138203,Sudeste,Minas Gerais,Lavras,738,1330,9421,"7,8%","14,1%"
4306767,Sul,Rio Grande do Sul,Eldorado do Sul,736,1096,9282,"7,9%","11,8%"
1301001,Norte,Amazonas,Carauari,734,2224,5128,"14,3%","43,4%"
1302306,Norte,Amazonas,Jutaí,734,4018,5309,"13,8%","75,7%"
2924801,Nordeste,Bahia,Piritiba,734,939,3630,"20,2%","25,9%"
2313351,Nordeste,Ceará,Tejuçuoca,732,487,3297,"22,2%","14,8%"
1507003,Norte,Pará,Santo Antônio do Tauá,730,3124,6033,"12,1%","51,8%"
2401008,Nordeste,Rio Grande do Norte,Apodi,730,865,6656,"11,0%","13,0%"
2100055,Nordeste,Maranhão,Açailândia,729,1383,14147,"5,2%","9,8%"
1505403,Norte,Pará,Ourém,728,2007,3738,"19,5%","53,7%"
2302107,Nordeste,Ceará,Baturité,728,1691,5874,"12,4%","28,8%"
2506806,Nordeste,Paraíba,Ingá,728,618,4203,"17,3%","14,7%"
2310506,Nordeste,Ceará,Pedra Branca,726,2394,9195,"7,9%","26,0%"
1504059,Norte,Pará,Mãe do Rio,724,4496,7119,"10,2%","63,2%"
2103125,Nordeste,Maranhão,Central do Maranhão,724,457,2293,"31,6%","19,9%"
1100049,Norte,Rondônia,Cacoal,723,2291,8228,"8,8%","27,8%"
2208304,Nordeste,Piauí,Piracuruca,723,686,4266,"16,9%","16,1%"
2928000,Nordeste,Bahia,Santaluz,723,1765,7151,"10,1%","24,7%"
2509701,Nordeste,Paraíba,Monteiro,719,2712,8826,"8,1%","30,7%"
2917805,Nordeste,Bahia,Jaguaripe,718,845,4048,"17,7%","20,9%"
2905909,Nordeste,Bahia,Campo Alegre de Lourdes,715,572,4283,"16,7%","13,4%"
4305108,Sul,Rio Grande do Sul,Caxias do Sul,715,1244,11887,"6,0%","10,5%"
4104303,Sul,Paraná,Campo Mourão,714,1034,8795,"8,1%","11,8%"
3551702,Sudeste,São Paulo,Sertãozinho,712,1011,6913,"10,3%","14,6%"
4118402,Sul,Paraná,Paranavaí,711,1058,6814,"10,4%","15,5%"
2106508,Nordeste,Maranhão,Matinha,709,1046,4384,"16,2%","23,9%"
1500305,Norte,Pará,Afuá,708,4596,6982,"10,1%","65,8%"
4309308,Sul,Rio Grande do Sul,Guaíba,708,939,11295,"6,3%","8,3%"
2605400,Nordeste,Pernambuco,Feira Nova,705,1806,5020,"14,0%","36,0%"
2611309,Nordeste,Pernambuco,Pombos,705,928,5145,"13,7%","18,0%"
3503901,Sudeste,São Paulo,Arujá,704,1070,8482,"8,3%","12,6%"
3523909,Sudeste,São Paulo,Itu,703,1175,10581,"6,6%","11,1%"
2602001,Nordeste,Pernambuco,Bodocó,702,1391,6593,"10,6%","21,1%"
5005707,Centro-Oeste,Mato Grosso do Sul,Naviraí,702,877,5831,"12,0%","15,0%"
5205109,Centro-Oeste,Goiás,Catalão,702,791,6943,"10,1%","11,4%"
4109401,Sul,Paraná,Guarapuava,701,1560,18025,"3,9%","8,7%"
1300102,Norte,Amazonas,Anori,699,2426,3374,"20,7%","71,9%"
2611002,Nordeste,Pernambuco,Petrolândia,699,1229,5738,"12,2%","21,4%"
2101608,Nordeste,Maranhão,Barra do Corda,698,3119,12786,"5,5%","24,4%"
3157005,Sudeste,Minas Gerais,Salinas,698,1122,5176,"13,5%","21,7%"
3529005,Sudeste,São Paulo,Marília,697,1155,9288,"7,5%","12,4%"
2306603,Nordeste,Ceará,Itatira,696,275,3818,"18,2%","7,2%"
2107506,Nordeste,Maranhão,Paço do Lumiar,695,2365,14896,"4,7%","15,9%"
4209300,Sul,Santa Catarina,Lages,695,1041,10528,"6,6%","9,9%"
1301902,Norte,Amazonas,Itacoatiara,693,7031,12849,"5,4%","54,7%"
2613602,Nordeste,Pernambuco,São José do Egito,693,801,5813,"11,9%","13,8%"
2402006,Nordeste,Rio Grande do Norte,Caicó,692,1570,8463,"8,2%","18,6%"
2709301,Nordeste,Alagoas,União dos Palmares,692,2446,10599,"6,5%","23,1%"
2802403,Nordeste,Sergipe,Gararu,692,912,2629,"26,3%","34,7%"
3147006,Sudeste,Minas Gerais,Paracatu,692,952,6937,"10,0%","13,7%"
2308302,Nordeste,Ceará,Milagres,690,1025,4499,"15,3%","22,8%"
2515500,Nordeste,Paraíba,Serra Branca,690,823,3611,"19,1%","22,8%"
2614600,Nordeste,Pernambuco,Tabira,690,1037,6501,"10,6%","16,0%"
2511202,Nordeste,Paraíba,Pedras de Fogo,689,315,6765,"10,2%","4,7%"
2900355,Nordeste,Bahia,Adustina,689,1077,3171,"21,7%","34,0%"
2111789,Nordeste,Maranhão,Serrano do Maranhão,688,772,2437,"28,2%","31,7%"
2708808,Nordeste,Alagoas,São Sebastião,688,1244,3783,"18,2%","32,9%"
2911204,Nordeste,Bahia,Gandu,688,484,4440,"15,5%","10,9%"
3161106,Sudeste,Minas Gerais,São Francisco,688,2070,9800,"7,0%","21,1%"
2309706,Nordeste,Ceará,Pacatuba,685,1774,9631,"7,1%","18,4%"
2313401,Nordeste,Ceará,Tianguá,684,2082,11633,"5,9%","17,9%"
2923001,Nordeste,Bahia,Nova Viçosa,683,933,6381,"10,7%","14,6%"
1502608,Norte,Pará,Colares,682,1314,3060,"22,3%","42,9%"
3202405,Sudeste,Espírito Santo,Guarapari,682,1458,9336,"7,3%","15,6%"
1200336,Norte,Acre,Mâncio Lima,680,940,3432,"19,8%","27,4%"
3203320,Sudeste,Espírito Santo,Marataízes,680,1286,5824,"11,7%","22,1%"
2207900,Nordeste,Piauí,Pedro II,678,827,7095,"9,6%","11,7%"
2709202,Nordeste,Alagoas,Traipu,677,1126,5137,"13,2%","21,9%"
1508407,Norte,Pará,Xinguara,676,2170,5243,"12,9%","41,4%"
3531100,Sudeste,São Paulo,Mongaguá,676,1193,5921,"11,4%","20,1%"
2100832,Nordeste,Maranhão,Apicum-Açu,675,929,3462,"19,5%","26,8%"
4128104,Sul,Paraná,Umuarama,675,801,7272,"9,3%","11,0%"
1503101,Norte,Pará,Gurupá,673,1958,3797,"17,7%","51,6%"
2922904,Nordeste,Bahia,Nova Soure,672,974,4829,"13,9%","20,2%"
2307635,Nordeste,Ceará,Madalena,671,818,3061,"21,9%","26,7%"
2804607,Nordeste,Sergipe,Nossa Senhora das Dores,671,902,4855,"13,8%","18,6%"
1502939,Norte,Pará,Dom Eliseu,668,2823,5693,"11,7%","49,6%"
2908200,Nordeste,Bahia,Conceição da Feira,668,761,3947,"16,9%","19,3%"
5220454,Centro-Oeste,Goiás,Senador Canedo,668,1283,13796,"4,8%","9,3%"
2309607,Nordeste,Ceará,Pacajus,667,1109,8312,"8,0%","13,3%"
2615805,Nordeste,Pernambuco,Tupanatinga,665,437,5531,"12,0%","7,9%"
2108009,Nordeste,Maranhão,Pastos Bons,664,867,3486,"19,0%","24,9%"
2102374,Nordeste,Maranhão,Cachoeira Grande,662,1135,3632,"18,2%","31,3%"
2800670,Nordeste,Sergipe,Boquim,662,1559,4781,"13,8%","32,6%"
2803203,Nordeste,Sergipe,Itaporanga d’Ajuda,662,1715,6819,"9,7%","25,2%"
2508901,Nordeste,Paraíba,Mamanguape,660,1606,9179,"7,2%","17,5%"
2915106,Nordeste,Bahia,Itagi,660,211,3582,"18,4%","5,9%"
1506138,Norte,Pará,Redenção,659,3854,8404,"7,8%","45,9%"
2309508,Nordeste,Ceará,Orós,657,1366,4347,"15,1%","31,4%"
5005608,Centro-Oeste,Mato Grosso do Sul,Miranda,655,1345,4929,"13,3%","27,3%"
2106409,Nordeste,Maranhão,Mata Roma,654,801,3096,"21,1%","25,9%"
3140001,Sudeste,Minas Gerais,Mariana,653,764,6064,"10,8%","12,6%"
5107909,Centro-Oeste,Mato Grosso,Sinop,653,969,15174,"4,3%","6,4%"
2701001,Nordeste,Alagoas,Boca da Mata,652,214,3812,"17,1%","5,6%"
3128006,Sudeste,Minas Gerais,Guanhães,652,777,3940,"16,5%","19,7%"
3135803,Sudeste,Minas Gerais,Jequitinhonha,651,738,4213,"15,5%","17,5%"
